w, user6284781860667377211, 1000
w, user8517097267634966620, 1000
w, user1820151046732198393, 1000
w, user4052466453699787802, 1000
w, user3232700585171816769, 1000
w, user1000385178204227360, 1000
w, user7697331399106995587, 1000
w, user5465015992139406178, 1000
w, user6873002678636213555, 1000
w, user9105318085603802964, 1000
w, user2408371864701034737, 1000
w, user4640687271668624146, 1000
w, user2644479767202980425, 1000
w, user412164360235391016, 1000
w, user7109110581138159243, 1000
w, user4876795174170569834, 1000
w, user7461223496605049899, 1000
w, user8753205170136912308, 1000
w, user2996592682669871081, 1000
w, user5228908089637460490, 1000
w, user2056258949234144081, 1000
w, user176056457733445328, 1000
w, user6520889763169322899, 1000
w, user4288574356201733490, 1000
w, user8049444314573886243, 1000
w, user8164984352168075964, 1000
w, user3584813500638707425, 1000
w, user5817128907606296834, 1000
w, user1468038131265307737, 1000
w, user764277275702281672, 1000
w, user5932668945200486555, 1000
w, user3700353538232897146, 1000
w, user3931898588792031835, 1000
w, user6164213995759621244, 1000
w, user532732225143146983, 1000
w, user1699583181824442426, 1000
w, user5585583857047162145, 1000
w, user3353268450079572736, 1000
w, user8396529402727210653, 1000
w, user7817899264014751554, 1000
w, user4520119406760868179, 1000
w, user6752434813728457588, 1000
w, user55488592825689361, 1000
w, user2287803999793278770, 1000
w, user4997363039078325801, 1000
w, user2765047632110736392, 1000
w, user8984750220696046997, 1000
w, user7229678446045915210, 1000
w, user5108340224729704523, 1000
w, user7340655631697293932, 1000
w, user643709410794525705, 1000
w, user2876024817762115114, 1000
w, user4409142221109489457, 1000
w, user2176826814141900048, 1000
w, user8873773035044668275, 1000
w, user6641457628077078866, 1000
w, user5696561042698540867, 1000
w, user7928876449666130276, 1000
w, user1231930228763362049, 1000
w, user3464245635730951458, 1000
w, user3820921403140653113, 1000
w, user1588605996173063704, 1000
w, user8285552217075831931, 1000
w, user6053236810108242522, 1000
w, user7456195669291483653, 1000
w, user5223880262323894244, 1000
w, user6525917590482889145, 1000
w, user8758232997450478554, 1000
w, user1473065958578873983, 1000
w, user3705381365546463392, 1000
w, user2991564855356304835, 1000
w, user759249448388715426, 1000
w, user6867974851322647309, 1000
w, user4635659444355057900, 1000
w, user7114138408451725489, 1000
w, user9100290258290236718, 1000
w, user2061286776547710327, 1000
w, user4293602183515299736, 1000
w, user2403344037387468491, 1000
w, user171028630419879082, 1000
w, user6279754033353810965, 1000
w, user4047438626386221556, 1000
w, user7702359226420561833, 1000
w, user8512069440321400374, 1000
w, user2649507594516546671, 1000
w, user4881823001484136080, 1000
w, user1815123219418632147, 1000
w, user417192187548957262, 1000
w, user5691533215384974621, 1000
w, user3459217808417385212, 1000
w, user8290580044389398177, 1000
w, user7923848622352564030, 1000
w, user3237728412485383015, 1000
w, user5470043819452972424, 1000
w, user1226902401449795803, 1000
w, user1005413005517793606, 1000
w, user8637665132542722587, 1000
w, user7576763534199239620, 1000
w, user4173034318607543769, 1000
w, user6405349725575133178, 1000
w, user879817313296471393, 1000
w, user1352498093671118016, 1000
w, user5344448127231650211, 1000
w, user3112132720264060802, 1000
w, user9220858123197992685, 1000
w, user6988542716230403276, 1000
w, user4761255136576380113, 1000
w, user6993570543543969522, 1000
w, user291596495327635049, 1000
w, user1940718911639954360, 1000
w, user4756227309262813867, 1000
w, user2523911902295224458, 1000
w, user8632637305229156341, 1000
w, user6400321898261566932, 1000
w, user5349475954545216457, 1000
w, user7581791361512805866, 1000
w, user296624322641201295, 1000
w, user2528939729608790704, 1000
w, user4168006491293977523, 1000
w, user1935691084326388114, 1000
w, user8044416487260319997, 1000
w, user5812101080292730588, 1000
w, user5937696772514052801, 1000
w, user8170012179481642210, 1000
w, user884845140610037639, 1000
w, user3117160547577627048, 1000
w, user3579785673325141179, 1000
w, user1347470266357551770, 1000
w, user2750429125540792901, 1000
w, user518113718573203492, 1000
w, user7215059939475971719, 1000
w, user4982744532508382310, 1000
w, user6178832502329564735, 1000
w, user8411147909297154144, 1000
w, user1714201688394385917, 1000
w, user3946517095361975326, 1000
w, user2162208307571956557, 1000
w, user70107099395632852, 1000
w, user6626839121507135375, 1000
w, user4394523714539545966, 1000
w, user6767053320298401079, 1000
w, user8999368727265990488, 1000
w, user2302422506363222261, 1000
w, user4534737913330811670, 1000
w, user1573987489603120213, 1000
w, user658327917364469196, 1000
w, user6038618303538299031, 1000
w, user3806302896570709622, 1000
w, user7355274138267237423, 1000
w, user8859154528474724784, 1000
w, user2890643324332058605, 1000
w, user5122958731299648014, 1000
w, user985766671634283869, 1000
w, user1246548735333305540, 1000
w, user5450397485569462687, 1000
w, user3218082078601873278, 1000
w, user7943494956236073767, 1000
w, user8270933710505888440, 1000
w, user3478864142300894949, 1000
w, user5711179549268484358, 1000
w, user5103312397416138277, 1000
w, user2870996990448548868, 1000
w, user8878800862358234521, 1000
w, user7335627804383727686, 1000
w, user3825949230454219359, 1000
w, user6058264637421808768, 1000
w, user638681583480959459, 1000
w, user1593633823486629950, 1000
w, user4515091579447301933, 1000
w, user2282776172479712524, 1000
w, user8979722393382480751, 1000
w, user6747406986414891342, 1000
w, user4414170048423055703, 1000
w, user6646485455390645112, 1000
w, user50460765512123115, 1000
w, user2181854641455466294, 1000
w, user3926870761478465589, 1000
w, user1694555354510876180, 1000
w, user8391501575413644407, 1000
w, user6159186168446054998, 1000
w, user5002390866391892047, 1000
w, user7234706273359481456, 1000
w, user537760052456713229, 1000
w, user2770075459424302638, 1000
w, user3338649943509629245, 1000
w, user1106334536542039836, 1000
w, user7803280757444808063, 1000
w, user5570965350477218654, 1000
w, user5590611684360728391, 1000
w, user7822927091328317800, 1000
w, user1125980870425549573, 1000
w, user3358296277393138982, 1000
w, user1955337418209897851, 1000
w, user4187652825177487260, 1000
w, user2509293395725280967, 1000
w, user276977988757691558, 1000
w, user7562145027629296129, 1000
w, user5329829620661706720, 1000
w, user6419968232145076669, 1000
w, user8652283639112666078, 1000
w, user2543558236178734195, 1000
w, user4775873643146323604, 1000
w, user1921072577756444623, 1000
w, user311242829211144786, 1000
w, user6973924209660459785, 1000
w, user4741608802692870376, 1000
w, user7008189050113913013, 1000
w, user9206239616628049194, 1000
w, user3131779054147570539, 1000
w, user5364094461115159948, 1000
w, user1332851759787608279, 1000
w, user899463647179981130, 1000
w, user6385703391691623441, 1000
w, user4153387984724034032, 1000
w, user7596409868082749357, 1000
w, user8618018798659212850, 1000
